0,141.18,256.55,692.18,669.43,802.06,334.79,1364.3,309.6,736.46,410.19,729.76,707.28,144.13,863.8,2451.3,560.45,1349.4,2025.4,1489.7,619.02,484.53,1384.5,1325.6,1466.4,1425,1465.6,1406.3,1417.6,1387.1,1370.4,1416.7,1435.9,1393.1,1443.1,1502.3,1393.4,1502.7,1489.5,1470.5,1447.8,1466.8,1402.9,1181.1,1351.6,1347.3,1280.2,1334.7,1258,1322.9,1325.7,1301.7,1311.5,1274.8,1276.4,1315.3,1178.9,1272.2,1214.8,1198.3,1157.7,1079.7,969.52,963.72,1060.3,1064.9,1072.2,970.86,1096.3,971.48,967.58,981.65,973.4,1031.2,1011.2,931.16,1073.4,1464.4,1516.7,1412.9,1440.8,1561.7,1534.1,1408.6,1479.1,1350,1449.6,1499.9,1431.2,1402.4,1513.7,1504.3,1517.7,1414.7,1439.4,1436.1,1301.4,1238.1,1281.6,1288.2,1295.7,1306.4,1358,1380.1,1377.8,1384.9,1156.9,1140.4,1103.3,1078.9,1110.7,1149.5,1153.9,1189.9,1067.1,1159.1,1107.1,1062.1,1094.9,1104.2,1347.8,1172.6,1158.9,1115,1143.6,1180.3,1179.2,994.77,926.07,1009.9,998.96,790.1,887.25,990.67,870.45,917.17,944.37,938.97,881.63,933.07,884.2,1003.1,989.8,931.01,1028.8,1016.3,1018.2,1031.6,1239.5,1528.7,1498.3,1501.4,1512.5,1516.4,1490.8,1509.8,1480.2,1523,1446.1,1537.4,1531.2,1490.7,1488.8,1436.1,1450,1508.9,1517.6,1547.6,1468.7,994.62,959.58,1007.4,949.1,974.35,1014.5,944.12,911.7,972.32,1005.2,1012.2,999.65,1402.8,1484.8,1465.5,1501.3,1391.1,1443.4,1497.6,1371.8,1460.8,1423.7,1455.5,1433.4,1441,1467.2,1091.1,1186.5,1140.8,1247.6,1261.9,1231.7,1160.9,1217.7,1107.8,1173.8,1184.8,1160.3,1170.1,1334.1,1359.5,1873.7,1321.3,1334,1311.9,1290.3,1061.3,1078.1,1118.4,1063.8,1064.2,1143.9,928.79,1073.4,1085.8,1115,1037.6,1015.1,1130.4,1101.2,1039.8,1045.7,1130.4,1108.4,1106.4,1035.3,1012,1008,971.5,760.66,772.27,1003.6,912.45,932,903.35,1431.7,1447.9,1376.8,1439.7,1451.8,1416,1392.1,1449.8,1377.1,1394.8,1397.8,1431,1342.4,1382.8,1543.6,1445.3,1559.6,1587.6,1581.7,1527,1578.5,1408,1394.9,1323.5,1271.3,1530.4,1563,1496.3,1488.9,1532.9,1527.4,1487.6,1528.6,1620.5,1436.9,1471.3,1428.8
141.18,0,216.33,357.55,194.57,222.38,595.56,1260.4,573.86,930.59,629.16,1174,1120.9,318.34,575.97,2825.1,632.05,1306.2,1277.8,1079.8,747.01,694.31,1076.1,1036.9,1103.6,1095.5,1105.7,1080.3,1095.3,1057.8,976.27,1022.4,1004.7,1021.9,1124.1,1122.8,1058.9,1108.2,1104.3,1122,1069.5,1119.7,1053.1,934.52,1031.3,1043.5,1010.2,1050.8,990.66,1045.3,1074.9,1003,1025.2,1019.2,982.6,1096.5,914.11,1055.6,1013.5,1003.4,985.69,985.05,924.74,910.17,982.73,980.09,985.25,913.1,995.19,876.16,891.73,850.54,859.05,933.87,934,837.23,900.47,1095.8,1093.7,997.1,1030.2,1128.4,1133.1,826.29,1071.9,1242.5,1076.2,1126.2,1035.9,1018.1,1076.9,1079.5,1117.6,1030.3,1040,1016.5,1080.6,973.98,1055.1,1062,1070.5,1073.4,1098.7,1092.8,1086.6,1081,1005.9,991.92,965.1,944.56,969.83,1004.1,1003.7,1009.7,941.47,1034,931.17,908.74,972.36,928.22,1084.5,1017.7,1003.4,968.7,989.08,996.77,999.86,998.73,939.59,1014.5,994.53,795.12,913.62,986.62,879.91,934.84,962.68,959.7,898.37,949.77,903.51,996.75,989.47,941.69,1021.7,1008.3,1012.8,1025,1050.1,1119.9,1048.5,1103.3,1113.6,1117,1087.7,1101.5,1062.5,1096.1,1036.7,1090.7,1088.1,1071.6,1095.1,1056.7,1060.2,1093.2,1105.5,1098,1089.5,990.2,961,998.05,958.29,975.82,1005.5,954.76,929.27,975.09,1004.4,1011.4,1001.1,1016.5,1107.2,1108.3,1115.8,1012.9,1057,1101.9,973.94,1078.1,1077,1108.8,1063.1,1042.8,1109.1,969.04,1050.4,995.04,1045.1,1057.1,1036,886.88,991.55,878.99,962.85,987.13,982.98,975.84,1073,1086.2,1534,1089.2,1074.6,1085.1,1071,974.36,991.49,1033,1003.4,980.78,1022.1,821.5,1000.5,989.53,1017.2,948.29,966.46,1015.2,1020.1,965.87,971.01,1040.3,1030.1,1024.1,958.98,1005.4,1001,964.73,768.07,771.21,999.24,928.11,942.63,917.98,1096.5,1106.6,1066.6,1104.6,1074.8,1095.8,1079.1,1081.7,1065.2,1083.2,1086.7,1103.2,1037.3,1083.6,1164,959.15,1173.9,1179.9,1187.4,1151,1200.8,1089.6,1084.9,1058.4,1017,1111.5,1182.4,1092,1083.1,1139,1109.6,1094.8,1154,1186.5,1100.1,1094.6,1090.8
256.55,216.33,0,472.14,470.14,549.39,365.1,1140.6,433.06,807.97,563.41,1148.6,1075.1,319.2,784.4,2237,392.57,1352.8,1908.3,1383.1,703.02,597.56,1434.9,1330.6,1373.1,1361.7,1412.7,1334.8,1347.1,1307.5,1176.9,1231.4,1225,1230.4,1335.2,1338.9,1310.7,1474.2,1435.9,1410.6,1349.3,1400.4,1318.7,1159.8,1340.3,1365.4,1296.8,1393.4,1264,1365.5,1315.9,1246.8,1265.1,1237.1,1211,1340,1062,1392,1288.4,1276.9,1259.3,1224.3,1152,1138.8,1241,1251,1267.7,1149.9,1211.9,1146.9,1107.9,1058.5,1058,1151.4,1149.4,1060.3,1186.4,1382.7,1438.9,1280.2,1312.4,1475.9,1464.8,1071.7,1336.3,1538.2,1312,1348.5,1279,1279,1395.9,1381.4,1442,1318.7,1320.9,1282,1329.1,1203,1405.4,1407.7,1368.7,1367.1,1454,1437.4,1440.4,1439.4,1320.9,1278.7,1225.7,1191.4,1231.8,1298.3,1313.8,1322.5,1149.1,1241.2,1131.4,1118.6,1180.7,1128.2,1418.1,1346,1321.1,1250.2,1304.5,1315.2,1311.6,1425.8,1318.5,1418.3,1386.8,1242.1,1240.9,1376.4,1294.6,1302.3,1323.7,1308.3,1215.9,1304.8,1276.4,1377.2,1363.2,1302.8,1418,1404.3,1396.7,1414.1,1359.6,1495.6,1351.8,1414.6,1432.3,1446.6,1391.5,1452.3,1364.9,1436.4,1316.6,1435.2,1416.7,1370.1,1411.7,1338.7,1338,1404.8,1460.4,1460.9,1374.7,1373.5,1333.6,1414.9,1320,1345.2,1397.9,1317.5,1275.7,1324.8,1365.6,1387,1371.3,1277.7,1411.7,1389.6,1430.6,1260.7,1325.8,1391,1226.4,1354.1,1332.6,1376,1337.2,1302.7,1397.2,1247.4,1368.7,1255.1,1408.4,1343.3,1318.4,1153.5,1284.2,1151.3,1244.2,1270,1265.8,1256.4,1390.6,1424.8,1884.8,1403.1,1373.6,1393.8,1369.9,1213,1234,1318.5,1253.5,1220,1319.4,1007,1249.8,1229,1292.4,1160.7,1203.9,1293,1290.3,1190,1190,1343.7,1321.3,1288.9,1186.7,1424,1428.8,1355.8,1228.5,1260,1404.9,1305.8,1325.6,1286.5,1373.1,1401.3,1313.1,1398.7,1425.6,1365.1,1334.9,1417.9,1315.7,1346.9,1350.2,1397.6,1277.7,1339.1,1449.7,1222.8,1467.4,1566,1496.7,1437.2,1552.8,1455.5,1441,1338.1,1321.7,1417.9,1496.9,1381.7,1369.7,1439.6,1402.6,1375.2,1443.2,1523,1414,1429.5,1383.3
692.18,357.55,472.14,0,362.3,454.48,1607,406.99,1626,1549.5,1550.3,1748.1,1728.7,1119.5,598.42,4206.3,1295.5,1088.7,1194.8,980.91,1690,1578,1082.3,1027.5,1043,1036,1055.7,1017.3,1027.6,1000.3,947.83,971.81,961.42,977.87,1038.1,1034.2,997.28,1066.9,1054,1052.7,1010,1041.6,991.5,924.8,1021.6,1052.4,1003.4,1059.5,986.16,1044.6,1057.6,1001.9,1010.3,997.09,958.68,1032.6,758.39,1016.3,958.19,951.48,946.39,1081.4,1036.6,1028.1,1092.6,1105.4,1115.2,1049.4,1135.9,1069.2,1053,1084.7,1049.8,1087,1085.8,1064.7,906.34,1003.8,1034.8,922.42,945.39,1067.3,1033.6,832.04,1001.5,1363.1,991.68,1034.4,954.43,962.28,1005.1,989.02,1045,973.76,957.55,962.36,1025.2,957.47,1019.2,1023.9,1021.4,1032.2,1087.4,1067.6,1063.5,1072.5,1004.6,998.52,980.69,959.82,985.1,1007.1,1008.4,946.35,912.53,956.66,1032.2,939.58,950.55,934.68,1082.5,1014.5,1005,1001.8,1017.3,948.96,959.69,1119.1,1049.6,1049.7,1089.9,1033.6,969.14,1091.6,896.7,973.79,1020,1001.4,1239.4,994.36,1012.5,1084.3,1080.2,1052.4,1041.6,1033.8,1087.7,1102.4,1004.5,1043.1,987.36,997.95,1004,1011.4,994.76,1029.1,980.96,1035.7,977.66,1034.4,1023.1,1017,1030.6,1010.6,995.79,1029.7,1066,1045.9,1020.7,1001.5,1074.2,1039.4,1069.7,1075.1,1036.3,1066.7,1017.8,1052.9,1027.2,1230.3,1135.9,946.38,1035.6,1022.6,1044.8,945.43,978.04,1009,921.64,1005.6,1004.5,1031.5,1007,984.33,1041.4,969.94,1022.8,988.85,1050.8,1007.9,998,833.52,975.43,865.06,957.06,983.36,970.59,972.85,1030.7,1053.5,971.93,1049.8,1032.4,1037.1,1018.7,937.91,955.53,969.42,919.38,919.6,914.74,878.16,907.37,928.41,925.26,917.94,919.49,942.26,960.2,905.15,843.71,969.57,968.02,963.39,916.39,1068,1003.8,1060.2,912.15,1007.2,1088.2,1049.6,1061.3,1037.4,1041.8,1052.7,1012.5,1051.7,1050.7,1039.3,1024.6,1049.5,1012.4,1030.4,1031.9,1050.6,992.04,1023.3,980.15,818.56,989.52,1023.9,994.65,971.4,1023.6,1101,1090.1,1043.5,995.85,1015.6,1046.1,984.49,973.83,998,975.55,965.09,993.75,1017.8,1049.1,1059.9,1034
669.43,194.57,470.14,362.3,0,93.61,1918.6,1273,1932.2,2103.2,1872.2,2085.4,2058.3,1233.8,310.3,4910.3,1546.6,1286.6,816.79,771.26,1887.4,1812.9,817.78,799.25,817.01,810.08,823.32,803.36,810.24,797.09,824.88,857.64,842.58,855.41,886.1,877.28,796.14,808.32,808.01,817.46,789.59,817.48,793.07,768.9,807.33,814.48,806.99,826.24,796.14,821.52,906.57,862.91,872.93,875.65,879.01,925.03,979.05,888.64,868.18,873.72,878.07,1041.7,1023.8,1018.8,1047.2,1055.9,1059.8,1035.3,1155.7,1024.3,1098.7,1092.1,1089.6,1113.3,1103.9,1071,891.01,793.82,771.84,745.1,774.86,804.28,801.79,763.6,835.17,898.18,858.22,872.38,833.76,785.82,772.97,782.62,797.31,780.06,793.67,780.3,991.25,935.5,879.84,878.14,887.9,880.48,881.05,863.93,869.88,858.38,1072.3,1060.3,1048.2,1045.8,1051.3,1067.8,1065.5,1067.1,1089.9,1127.4,1085,1084.5,1112.9,1094.9,862.33,1074.9,1068.1,1044.1,1055.7,1052.6,1057.2,1174.2,1172.2,1184.5,1182.2,1019.4,1154.4,1176.9,1148.1,1181,1190.7,1191.5,1125.3,1186.2,1156.8,1170.5,1171.6,1153,1178.1,1171.1,1183.1,1191.4,1062.2,772.14,737.94,773.35,775.99,774.75,773.99,789.97,766.77,771.06,769.97,771.73,777.96,774.23,797.59,801.87,787.62,787.49,805.76,793.31,792.81,1163.8,1160.5,1172,1162.5,1168.1,1170.4,1161.5,1135.7,1146.2,1160.5,1161.3,1155.7,793.17,817.7,817.65,821.1,791.19,802.36,812.34,757.88,804.59,798.36,821.63,805.79,796.99,825.24,946.91,976.47,972.33,964.11,907.73,921.76,830.87,929.06,880.83,923.45,940.48,935.81,929.75,890.61,887.57,1337.9,891.85,875.36,897.42,892.44,1053.1,1065.1,1079.5,1083.6,1058.8,1071.5,980.01,1063.5,1040.7,1056.7,1038.7,1051,1058.1,1075.2,1056.7,1047.9,1083.4,1080,1073.5,1048,1227.2,1224.3,1200.6,1024.6,1048.2,1203.4,1169.6,1176.2,1175.2,814.37,826.91,804.29,820.16,806.12,817.24,809.33,809.05,809.26,810.92,813.04,825.95,794.63,817.89,730.79,635.07,731.91,716.53,725.99,723.78,726.41,858.91,852.53,853.97,829.43,765.59,777.89,750.6,743.76,738.59,737.33,737.4,734.33,731.33,814.39,806.84,812.85
802.06,222.38,549.39,454.48,93.61,0,2244.6,1241.5,2256.4,2342.4,2167.1,2302.8,2288.9,1467.7,344.64,5397.9,1728.1,1223.7,620.89,571.1,2192,2069.6,708.82,697.18,667.59,650.78,661.79,634.99,639.14,621.14,672.49,701.17,694.62,688.1,715,712.99,615.02,619.7,614.88,634.89,604.18,625.32,594.64,665.91,707.28,724.49,702.06,713.49,694.61,709.85,794.81,771.31,780.57,763.42,771.19,802,923.22,761.27,749.84,757.63,757.63,1039.3,1010.3,1002.7,1036.8,1040.4,1042.7,1019.9,1168,1028.5,1117.1,1115.1,1110.7,1138.6,1119.9,1079.1,823.32,593.05,572.69,558.43,585.92,616.61,601.6,623.2,654.77,673.14,672,679.68,646.33,591.36,586.59,599.06,607.22,589.08,604.24,598.84,889.34,835.38,750.39,745.45,762.91,759.41,760.23,751.76,754.73,752.63,1025.2,1011.3,994.24,988.56,994.3,1015.9,1024,1001.2,1071.3,1111.2,1078.3,1068.9,1097.7,1088.1,747.42,1035.8,1027.3,994.38,1020.8,1011.5,953.28,1188.4,1158.5,1159.2,1164,1041.3,1103.3,1154.9,1162.8,1135.3,1135.8,1144.6,1140.1,1155.6,1173.3,1176.2,1172.6,1152.4,1182.2,1178.8,1188.8,1177.3,990.57,568.51,545.72,566.05,569.01,567.16,569.97,586.59,569.96,575.05,570.43,583.63,588.68,577.96,599.63,607.91,589.5,599.03,619.08,619.21,603.95,1141.2,1160.4,1187.4,1160.9,1172.1,1179.1,1161,1093.6,1153.5,1162.9,1167.2,1163.3,602.74,625.22,624.22,627.97,603.99,627.67,640.78,584.76,625.66,611.28,638.14,625.56,634.53,653.61,890.77,920.54,927.72,881.2,793.62,815.28,743.05,826.51,808.13,851.8,864.92,841.68,860.32,769.53,765.72,1197.8,763.02,751.98,769.44,764.97,991.28,997.81,1026.6,1048.7,997.63,1011.6,884.65,994.66,931.41,1030.5,966.51,969.37,981.09,1015.3,989.64,961.28,1028,1028.6,1016.3,983.93,1174.2,1215.7,1139.9,1040,1079.7,1154.7,1130.3,1131,1098.7,663.98,679.06,659.62,680.13,665.73,672.78,664.96,670.12,665.22,675.61,677.59,696.06,669.98,690.44,587.21,515.22,590.2,577.94,602.93,580.27,576.07,751.33,743.51,747.72,726.73,570.6,568.6,553.5,548.73,538.55,561.77,555.99,545.24,577.27,695.31,698.33,691.32
334.79,595.56,365.1,1607,1918.6,2244.6,0,1789.5,97.278,664.61,321.14,1195.9,1113.5,323.57,2746.3,1786,371.47,1430.9,3338.3,2682.1,605.35,530.12,2549.5,2506.7,2640.7,2602.1,2629.1,2592.6,2601.2,2590.2,2679,2662.4,2674.8,2666.7,2663,2657.7,2598.5,2662.5,2643.3,2639.5,2651.3,2639.3,2608.4,2520.6,2504.5,2510,2466.7,2497.7,2455.3,2487.2,2525.7,2521.8,2524.2,2517.3,2504.7,2504.2,2286.6,2429.7,2400.2,2389.6,2378.9,2227.9,2165.9,2152.3,2182.5,2180.6,2187.8,2145.8,2267.6,2104.4,2204.6,2311.2,2256.3,2207.7,2194.6,2294.8,2301.1,2641.6,2704.7,2635.3,2641.3,2705.2,2679.4,2640.2,2702.2,1732.1,2699.2,2702.4,2702,2639.3,2683,2664.2,2687,2641.1,2638.9,2646.6,2483.6,2536.8,2447.2,2453.8,2466.6,2478,2528.2,2510.2,2512.5,2520.5,2310.2,2294.1,2283.9,2273.5,2287.7,2306.9,2309.2,2309.2,2314.3,2350.1,2332.2,2377.7,2345.5,2384.7,2516.9,2326,2312.7,2272.3,2294.6,2295.6,2322.6,1896.8,1838.2,1864,1863,1789.9,1739.8,1858.5,1906,1879.3,1903.4,1891,1850.2,1897.2,1914.3,1879.2,1872.7,1835.8,1885.7,1875.4,1883.9,1897.5,2358.4,2702.6,2726.2,2664.7,2668.8,2673.9,2649,2667,2671,2693.2,2650.7,2687.3,2675.9,2662,2639.2,2645.3,2618.1,2666,2676.4,2683.1,2622.4,1846.2,1853.7,1875.9,1847.1,1863.9,1870.7,1846.7,1820.5,1834.6,1857.8,1875.4,1862.7,2608.5,2639.1,2628.4,2649.7,2600.3,2626,2644.3,2608.3,2638.5,2628.3,2659,2634.8,2646.5,2619.4,2307.8,2357.1,2343.8,2403.8,2438,2415.1,2530.1,2410.9,2457.8,2383.4,2392.4,2406.2,2382.2,2467.9,2490.3,2828.4,2489.2,2474.1,2477,2462.3,2241.4,2243.6,2272.2,2280.9,2237.9,2260.1,2376.2,2270.9,2285.2,2286.5,2234.3,2253.2,2279.6,2255,2220.7,2248.2,2283.9,2274.6,2256.9,2218.4,1869.1,1867.5,1822.3,1822.8,1789.5,1858.7,1803.6,1821,1800.6,2600.7,2611.3,2568.5,2603.7,2606.4,2588.1,2573.1,2598.4,2563.9,2570.7,2575.9,2594.5,2538.8,2560.4,2716.5,2837.3,2725,2757.8,2743.2,2711.7,2753.8,2543,2528.9,2501.3,2448,2692.2,2712.3,2689.4,2686.6,2710.5,2710.1,2690.1,2733.2,2760.7,2604.2,2610.7,2601.2
1364.3,1260.4,1140.6,406.99,1273,1241.5,1789.5,0,1901.8,1586,1847.9,1928.1,1887.5,1615,1330.7,4103.9,1602.7,1033.3,1308.6,1132.2,1840.4,1776.8,1156.3,1120.5,1127.6,1114.7,1123.4,1100.9,1103.5,1097.7,1077.9,1100,1069.3,1077.7,1116.7,1088.3,1100.9,1134.4,1123.2,1125.5,1170.2,1129.8,1113.2,1130.1,1104.2,1168.9,1101,1133.2,1088,1125.5,1104.8,1092.8,1103.2,1072.6,1072.1,1111.8,805.33,1142.6,1117.4,1115.7,1130.7,1191.9,1180.9,1168.4,1193,1202.7,1210.4,1177.5,1207.8,1177.6,1164.9,1184.4,1177.7,1156.2,1171.4,1182.6,1148.1,1182.4,1221.3,1153.8,1157,1242.7,1191.8,1111.8,1157.5,1355.4,1159.6,1179.3,1154.7,1156.4,1173.1,1189.6,1213.6,1183.4,1157.4,1181.4,832.34,762.72,1134,1127,822.53,827.86,785.92,817.73,809.83,818.12,899.5,915.64,898.3,873.67,896.69,917.27,903.97,894.43,845.24,892.21,807.2,879.03,874.14,867.36,823.93,892.67,897.25,894.76,870.6,889.49,894.8,941.83,1004.1,1083.1,1080.5,847.85,1057.8,1078.7,959.13,1008.8,1034.6,1022.7,1080.1,1026.1,1046.5,1073.2,1074.5,1047.5,1076.1,1068.5,1087.7,1075.5,874.26,1165.9,1120.6,1144.4,1145.5,1152.8,1121.6,1137.7,1114,1144.3,1104.7,1133.8,1123.2,1118.4,1126.9,1127.2,1098,1166.5,1143,1161.2,1109.8,1046.8,1059.2,1065.6,1061,1068.8,1073.3,1057.8,1038.4,1066.6,1059.1,1001.6,1002.6,1140.8,1171.2,1165.2,1170.8,1125.8,1155.1,1177.3,1137.9,1207.9,1218.6,1217.1,1201.4,1153.5,1170.9,814.43,841,760.46,856.86,836,832.82,767.96,789.37,802.31,780.31,818.95,802.5,828.2,798.51,807.95,931.7,816.28,789.96,835.16,833.18,903.91,917.63,894.18,878.8,892.06,904.52,846.23,877.6,909.52,874.28,877.1,885.05,910.53,922.37,880.88,837.8,892.59,930.75,927.14,884.16,1059.8,1050.2,1073.5,922.62,827.76,1088.8,1046.5,1057.5,1032.3,1113,1122.2,1097.8,1116.7,1117.9,1115.5,1100.4,1115.9,1105.3,1114,1120.1,1128.5,1105.4,1122.3,1169.3,1125.4,1171.1,1188.1,1183.1,1164.3,1184.6,841.08,835.51,816.77,1127.6,1187.5,1200.6,1162.6,1161.4,1179.6,1171.7,1150.4,1234.2,1176.1,1140.2,1178.8,1130.6
309.6,573.86,433.06,1626,1932.2,2256.4,97.278,1901.8,0,553.13,273.87,619.26,611.46,299.65,2644.9,1979.8,685.32,1373.6,3166.2,2538.1,570.6,450.29,2443.8,2371.4,2499,2488.7,2523.3,2475.3,2487.7,2466.6,2559.5,2538.3,2540.9,2521.4,2464.7,2501,2474.4,2554.7,2529.8,2530.4,2515.5,2528.5,2486.2,2351.8,2376.1,2384.5,2327.6,2389.5,2314.9,2370.3,2369.7,2374.1,2365.9,2337.1,2378.8,2341.1,2205,2320.8,2252.2,2242.5,2258.3,2097,2038.3,2026.3,2047,2045.5,2061,2020,2128.8,1979,2041,2159.1,2121.2,2018.4,2026,2151.9,2180.8,2526.2,2560.8,2496.1,2519.8,2577.9,2576.6,2476.1,2535.4,1578.4,2498.4,2529.1,2512.3,2495.7,2560.1,2539.6,2555.4,2500.5,2516.3,2513.2,2326.8,2407.6,2337,2343.9,2334.6,2347.5,2416.2,2384.8,2388.3,2394.4,2190.6,2162.5,2142.7,2126.4,2147,2178.8,2187.5,2185.9,2168.2,2197.8,2223.3,2271.8,2214.7,2278.8,2398.6,2209.5,2192.7,2138.5,2176.6,2170.6,2188.4,1778.2,1701.4,1753.7,1742.5,1676,1537.6,1736.2,1806.2,1740.8,1736.7,1733.9,1698.8,1752.9,1795,1755.1,1746.5,1715.3,1772.2,1759.6,1765.6,1775.5,2237.9,2595.7,2597.2,2540.8,2546.1,2558.5,2514,2554.9,2551.3,2588.2,2543.4,2578.4,2575.4,2547.9,2515.9,2527.1,2479.8,2543,2565,2567.4,2489.5,1716.4,1728.8,1765.6,1730.1,1739.2,1755.9,1726.2,1700.5,1715.4,1725.2,1760,1743,2497.4,2532.6,2517.9,2544.5,2491.8,2506.4,2527.3,2480.4,2496.9,2492.3,2519,2484,2525.9,2513.2,2179,2238,2220.7,2284.9,2305.6,2271.9,2373.9,2275.1,2314.4,2256.3,2264.5,2261.3,2247.8,2337.4,2364.5,2642.4,2363.9,2339.9,2347.8,2331.9,2095.9,2106.9,2149.2,2155.7,2093,2132,2260.4,2133.7,2168.3,2175.3,2115.6,2121.8,2170.3,2127.4,2078.7,2124,2164.2,2155.8,2125.8,2077.7,1744.8,1754.2,1701,1709.2,1677,1743.9,1687.9,1698.5,1655.6,2490.3,2503.9,2451.6,2495.6,2493.4,2477.6,2460.7,2479,2447.6,2459,2462.7,2487.6,2413.8,2446.4,2604.9,2711.6,2615.9,2656.8,2634.9,2600.5,2645.3,2422.9,2405.8,2356,2339.7,2578.1,2610.3,2571.4,2571.4,2577.2,2589.6,2577.1,2600.9,2654.3,2478,2496.2,2484.9
736.46,930.59,807.97,1549.5,2103.2,2342.4,664.61,1586,553.13,0,546.6,571.95,551.82,704.81,2692.4,1766.4,852.44,890.67,2903.4,2492,873.86,735.17,2282.4,2256.1,2388.4,2346.7,2360.4,2355.5,2354.6,2345.8,2050.4,2048.9,2062.2,2069.9,2147.3,2176.9,2349.5,2409.5,2390.5,2372.6,2388.4,2376.5,2355.7,2112.3,2251.9,2239.8,2217,2238.3,2192.6,2232,2049.8,1995.4,2017.5,1969.8,1890,2042.6,1834.4,2187.1,2156.8,2142.8,2097.3,1973.5,1887.3,1877,1952.3,1946.6,1953.7,1880.5,1919.6,1887.4,1650.1,1766.5,1661.9,1741.1,1706,1745.9,2016.7,2422.5,2464.6,2345.6,2358.9,2441.3,2441.8,2208.3,2181.6,1595.3,2238.8,2225.1,2220.7,2378.6,2430.7,2389.5,2430.7,2395.7,2361.8,2337.4,2007,1897.6,2189,2192.9,2229.2,2241,2262.3,2282.8,2277.5,2285.1,2053,2049.5,2034.7,2007.7,2035.9,2049.9,2055.4,2076.6,1749.9,1903.7,1754.3,1733.8,1792.4,1745,2260.6,2062.4,2053.1,2044.7,2059.4,2076.3,2073.3,1668.9,1539.6,1615.5,1591.5,1607.2,1360.5,1591.2,1303.7,1331.5,1402.2,1377,1324.9,1359.1,1287.4,1606.1,1599.5,1560.4,1633.5,1625,1617.6,1616,2113.8,2427,2461.7,2411.4,2417.3,2419,2406.9,2411.6,2429.4,2449.5,2409.3,2441.2,2440,2415.5,2398.7,2371.7,2379.5,2398.4,2411.6,2413.8,2381.2,1605.7,1573,1613.6,1569,1586.7,1617.4,1565.8,1574.3,1609,1615.8,1653.3,1640.6,2333,2410.5,2411.7,2414.1,2326.6,2366.4,2379.4,2333.6,2413.4,2412,2419.4,2403.5,2388.6,2386.9,2059,2117,2063.9,2168.1,2200.9,2180.4,2128.9,2177.7,2004.3,2133.9,2163.9,2158.9,2148.8,2245,2256.5,2396.4,2237.4,2248.5,2232.3,2222.8,1992.3,1998.8,2015.2,2009.9,1992.2,2031.5,1919.6,2058.7,2041.9,2057.5,1997.9,2012.8,2055.7,2005.7,1969.7,1996.9,2018.9,2036.9,2011.4,1966.7,1590.7,1603,1567.6,1643.5,1592.4,1594.2,1541.3,1553,1543.3,2346.8,2350.5,2329,2347.4,2362.9,2346.7,2335.8,2358.9,2327.3,2337.3,2328.8,2340,2304.4,2326.6,2484.9,2291.8,2485.4,2514.3,2494.9,2478.3,2509.3,2301.4,2289.9,2259.2,2250.9,2430.3,2474.1,2416.9,2409.4,2484.1,2432.6,2425,2494.7,2535.2,2373.3,2366.4,2363.5
